No	SampleID
6328	cg16383109
6329	cg08111780
6330	cg06080043
6331	cg24686486
6332	cg04172254
6333	cg03204168
6334	cg12607945
6335	cg11534208
6336	cg13682626
6337	cg17983597
6338	cg17691543
6339	cg05512967
6340	cg04581793
6341	cg06589210
6342	cg09895049
6343	cg23868460
6344	cg06836849
6345	cg17977580
6346	cg03661298
6347	cg25464078
6348	cg20631351
6349	cg12957455
6350	cg05368966
6351	cg27535320
6352	cg21193415
6353	cg12172153
6354	cg09744840
6355	cg23316732
6356	cg13819304
6357	cg04516774
6358	cg26634130
6359	cg25465236
6360	cg11636505
6361	cg04471151
6362	cg20130571
6363	cg03058725
6364	cg14037440
6365	cg09863138
6366	cg07018404
6367	cg08910619
6368	cg20768638
6369	cg26379531
6370	cg17786267
6371	cg01969262
6372	cg05251334
6373	cg07723365
6374	cg09983301
6375	cg09820373
6376	cg04540383
6377	cg18167466
6378	cg10874992
6379	cg21466173
6380	cg13392866
6381	cg13303403
6382	cg00250572
6383	cg07591253
6384	cg06927960
6385	cg23262094
6386	cg07926066
6387	cg09354844
6388	cg06723337
6389	cg09880345
6390	cg09718047
6391	cg13785152
6392	cg12116027
6393	cg21601848
6394	cg20756891
6395	cg09971063
6396	cg03398951
6397	cg11133226
6398	cg05583063
6399	cg27453876
6400	cg18445292
6401	cg14511677
6402	cg03817803
6403	cg12739319
6404	cg12151640
6405	cg26234183
6406	cg27302197
6407	cg17558126
6408	cg03228367
6409	cg21934675
6410	cg12476968
6411	cg17414560
6412	cg24716692
6413	cg01447914
6414	cg04522529
6415	cg26288991
6416	cg05582098
6417	cg02268965
6418	cg26222035
6419	cg20210384
6420	cg03533073
6421	cg10537807
6422	cg12549411
6423	cg20629587
6424	cg11109538
6425	cg22676735
6426	cg22525688
6427	cg06818532
6428	cg22465490
6429	cg14957660
6430	cg25278941
6431	cg19397953
6432	cg04132263
6433	cg19702343
6434	cg19522940
6435	cg08677627
6436	cg02647287
6437	cg10840378
6438	cg21931656
6439	cg21548021
6440	cg18848965
6441	cg12547839
6442	cg23523755
6443	cg01254505
6444	cg00256675
6445	cg11931251
6446	cg20531857
6447	cg00430036
6448	cg19268434
6449	cg15743533
6450	cg08305205
6451	cg08750326
6452	cg16084649
6453	cg06263433
6454	cg18489009
6455	cg03878797
6456	cg19853494
6457	cg06167827
6458	cg06244019
6459	cg17012682
6460	cg25962383
6461	cg12433790
6462	cg18038912
6463	cg05017003
6464	cg01654638
6465	cg16686951
6466	cg17400905
6467	cg14377922
6468	cg09030592
6469	cg16237310
6470	cg25743286
6471	cg23147996
6472	cg06599390
6473	cg11549945
6474	cg12125614
6475	cg08464007
6476	cg17535278
6477	cg09980384
6478	cg26938334
6479	cg02493892
6480	cg07829869
6481	cg14699663
6482	cg12068908
6483	cg26377721
6484	cg09725874
6485	cg20335273
6486	cg02364831
6487	cg02781660
6488	cg01450133
6489	cg22920997
6490	cg26801613
6491	cg07060211
6492	cg15561668
6493	cg27446449
6494	cg05896473
6495	cg19557019
6496	cg13422600
6497	cg16365325
6498	cg11671670
6499	cg02947361
6500	cg25782651
6501	cg22451300
6502	cg14326009
6503	cg01393447
6504	cg07722580
6505	cg22275629
6506	cg21833076
6507	cg01135380
6508	cg19477706
6509	cg09443748
6510	cg13734535
6511	cg06451900
6512	cg07906724
6513	cg22006060
6514	cg05169077
6515	cg23424914
6516	cg00027674
6517	cg15151654
6518	cg15006279
6519	cg18766982
6520	cg26691468
6521	cg14115756
6522	cg05616115
6523	cg18151858
6524	cg00857435
6525	cg18833204
6526	cg01191294
6527	cg03196934
6528	cg07172882
6529	cg20587625
6530	cg20391990
6531	cg09993970
6532	cg27634107
6533	cg24769444
6534	cg16108016
6535	cg19293163
6536	cg01783462
6537	cg11421073
6538	cg24210523
6539	cg16274894
6540	cg05783290
6541	cg16710411
6542	cg18890556
6543	cg06507072
6544	cg22130994
6545	cg19244583
6546	cg02220365
6547	cg26645498
6548	cg14418802
6549	cg03792429
6550	cg19766102
6551	cg11393099
6552	cg20676684
6553	cg03727673
6554	cg16230391
6555	cg16315334
6556	cg15072494
6557	cg22465736
6558	cg07834788
6559	cg11159604
6560	cg06528160
6561	cg26549174
6562	cg18568152
6563	cg03619586
6564	cg25219140
6565	cg21072251
6566	cg19442021
6567	cg09877009
6568	cg02712036
6569	cg07382943
6570	cg12165841
6571	cg16081403
6572	cg25179306
6573	cg27369048
6574	cg02711653
6575	cg00957696
6576	cg04912993
6577	cg21345125
6578	cg17868538
6579	cg03436397
6580	cg04447981
6581	cg01384487
6582	cg15079846
6583	cg13566125
6584	cg02284433
6585	cg09420738
6586	cg04159760
6587	cg03715130
6588	cg06314913
6589	cg16429748
6590	cg08548888
6591	cg02583880
6592	cg26106304
6593	cg18719939
6594	cg19550914
6595	cg24255988
6596	cg02852327
6597	cg06318855
6598	cg21382890
6599	cg20821288
6600	cg18836355
6601	cg00347775
6602	cg21844956
6603	cg06359308
6604	cg20566840
6605	cg16171407
6606	cg16182713
6607	cg12892666
6608	cg07979591
6609	cg18480034
6610	cg15867712
6611	cg09284655
6612	cg21211187
6613	cg27047353
6614	cg21193966
6615	cg16450654
6616	cg17479843
6617	cg05379059
6618	cg13254169
6619	cg26833602
6620	cg18108786
6621	cg23913054
6622	cg25273381
6623	cg05347431
6624	cg27376282
6625	cg26026748
6626	cg05489957
6627	cg11362176
6628	cg01511166
6629	cg21035368
6630	cg06637893
6631	cg12677522
6632	cg07872945
6633	cg15202006
6634	cg26727928
6635	cg18805612
6636	cg11955166
6637	cg02325894
6638	cg10042938
6639	cg05200653
6640	cg11913616
6641	cg11437211
6642	cg11989422
6643	cg20208538
6644	cg06785325
6645	cg16330477
6646	cg15314083
6647	cg12762731
6648	cg12993990
6649	cg20659967
6650	cg03388786
6651	cg04577451
6652	cg00218409
6653	cg15570286
6654	cg08065063
6655	cg17726575
6656	cg27329881
6657	cg11396910
6658	cg24691324
6659	cg11461866
6660	cg02959588
6661	cg19501909
6662	cg15002204
6663	cg08835464
6664	cg09746811
6665	cg19381991
6666	cg11581216
6667	cg14702570
6668	cg18404058
6669	cg14774305
6670	cg13387966
6671	cg16117781
6672	cg18047353
6673	cg17543123
6674	cg18666327
6675	cg19963856
6676	cg21718868
6677	cg16250754
6678	cg10458734
6679	cg21109515
6680	cg05067022
6681	cg08444340
6682	cg09284394
6683	cg04272994
6684	cg15362140
6685	cg20732367
6686	cg23511118
6687	cg03265277
6688	cg12397009
6689	cg22341002
6690	cg05810428
6691	cg19324611
6692	cg21825111
6693	cg17996092
6694	cg06994898
6695	cg05279291
6696	cg25154586
6697	cg17423416
6698	cg11354266
6699	cg16102891
6700	cg11939399
6701	cg05999692
6702	cg00868875
6703	cg22334857
6704	cg26671477
6705	cg01504447
6706	cg11759337
6707	cg21118367
6708	cg09026379
6709	cg13284422
6710	cg18902763
6711	cg12129012
6712	cg20020062
6713	cg06357341
6714	cg06740227
6715	cg21532801
6716	cg02557133
6717	cg20105548
6718	cg23116540
6719	cg14266722
6720	cg12781685
6721	cg23843946
6722	cg20012697
6723	cg04030690
6724	cg24410214
6725	cg14930065
6726	cg05977397
6727	cg01359994
6728	cg24738346
6729	cg19416832
6730	cg13709271
6731	cg04191673
6732	cg06667339
6733	cg02224980
6734	cg13603101
6735	cg20322113
6736	cg18131837
6737	cg05783554
6738	cg17899808
6739	cg07305931
6740	cg23494319
6741	cg21299980
6742	cg27186519
6743	cg02905509
6744	cg05068796
6745	cg11150559
6746	cg26145829
6747	cg00583994
6748	cg16602661
6749	cg20168901
6750	cg17422269
6751	cg14672994
6752	cg15556088
6753	cg23839680
6754	cg15268191
6755	cg14333338
6756	cg15336438
6757	cg03456797
6758	cg03369965
6759	cg20354880
6760	cg27381274
6761	cg00901138
6762	cg13067586
6763	cg01675134
6764	cg01661564
6765	cg07751277
6766	cg13825960
6767	cg04224247
6768	cg00780414
6769	cg06952307
6770	cg26097573
6771	cg10303411
6772	cg01139699
6773	cg05431839
6774	cg03563808
6775	cg26671851
6776	cg11637712
6777	cg19284632
6778	cg04643655
6779	cg07070348
6780	cg16273766
6781	cg14036069
6782	cg19812235
6783	cg22698657
6784	cg26342256
6785	cg11036672
6786	cg23848712
6787	cg02854554
6788	cg04582357
6789	cg00742071
6790	cg21831339
6791	cg18559386
6792	cg13944105
6793	cg08999291
6794	cg06578825
6795	cg21016995
6796	cg13555170
6797	cg04842564
6798	cg15166478
6799	cg18559901
6800	cg14190665
6801	cg09720271
6802	cg08403043
6803	cg05825400
6804	cg07266431
6805	cg06489744
6806	cg08181836
6807	cg11893820
6808	cg21453309
6809	cg13598880
6810	cg10907655
6811	cg05435505
6812	cg17769442
6813	cg26814100
6814	cg26315918
6815	cg12085407
6816	cg05777510
6817	cg00682734
6818	cg14153651
6819	cg21240459
6820	cg07972322
6821	cg09476067
6822	cg04665647
6823	cg00194555
6824	cg19302474
6825	cg13444670
6826	cg13878221
6827	cg03333838
6828	cg15177359
6829	cg10968944
6830	cg21229655
6831	cg26676401
6832	cg02378859
6833	cg16475631
6834	cg08141615
6835	cg00072587
6836	cg13207733
6837	cg25463214
6838	cg08986840
6839	cg11697653
6840	cg21970950
6841	cg20831693
6842	cg17543239
6843	cg22689909
6844	cg18994438
6845	cg06472166
6846	cg22530293
6847	cg10768391
6848	cg06484220
6849	cg14492766
6850	cg03201044
6851	cg21108188
6852	cg20111980
6853	cg03002136
6854	cg27015680
6855	cg12929784
6856	cg03336270
6857	cg10157184
6858	cg27275023
6859	cg23313059
6860	cg26336355
6861	cg09941252
6862	cg15777768
6863	cg01738152
6864	cg01458219
6865	cg08839306
6866	cg20778958
6867	cg20274592
6868	cg05273780
6869	cg02170525
6870	cg27055182
6871	cg01885796
6872	cg22579590
6873	cg01604480
6874	cg23823534
6875	cg09856299
6876	cg03590002
6877	cg23274474
6878	cg15315515
6879	cg00701253
6880	cg11769224
6881	cg24834751
6882	cg10750658
6883	cg23145472
6884	cg12893151
6885	cg20694988
6886	cg12497190
6887	cg26376245
6888	cg00355217
6889	cg10310081
6890	cg00063223
6891	cg09442403
6892	cg11876476
6893	cg21975462
6894	cg24683684
6895	cg13597935
6896	cg16601861
6897	cg00559234
6898	cg21819962
6899	cg16164619
6900	cg22351988
6901	cg03536993
6902	cg09729182
6903	cg22225267
6904	cg01052699
6905	cg23564178
6906	cg07836022
6907	cg10877234
6908	cg20303305
6909	cg14402917
6910	cg04706738
6911	cg05551713
6912	cg17608619
6913	cg10935165
6914	cg01977055
6915	cg01209723
6916	cg27068985
6917	cg14519917
6918	cg21179831
6919	cg13339632
6920	cg23590187
6921	cg26799416
6922	cg14917285
6923	cg12451061
6924	cg16393481
6925	cg01237444
6926	cg20438277
6927	cg04332764
6928	cg03361085
6929	cg20104379
6930	cg10820485
6931	cg25881745
6932	cg18567749
6933	cg11783364
6934	cg13754259
6935	cg24627555
6936	cg10653607
6937	cg07412545
6938	cg21567120
6939	cg15531512
6940	cg08557624
6941	cg22080211
6942	cg17901081
6943	cg06791501
6944	cg19071879
6945	cg09941601
6946	cg05390174
6947	cg11115468
6948	cg14763497
6949	cg08272913
6950	cg21451869
6951	cg18925980
6952	cg15334047
6953	cg24396429
6954	cg22651812
6955	cg04101806
6956	cg00839517
6957	cg04330806
6958	cg11246419
6959	cg20702205
6960	cg09278249
6961	cg11445634
6962	cg20038219
6963	cg05000994
6964	cg15031762
6965	cg19270300
6966	cg20979986
6967	cg21145416
6968	cg13769477
6969	cg00335124
6970	cg25788857
6971	cg19255783
6972	cg09896650
6973	cg14368221
6974	cg19920525
6975	cg13126265
6976	cg16953185
6977	cg23420697
6978	cg17632356
6979	cg03993991
6980	cg12328706
6981	cg05377824
6982	cg12612568
6983	cg22388948
6984	cg14179581
6985	cg24071177
6986	cg23581793
6987	cg08332594
6988	cg19371349
6989	cg03566269
6990	cg16780632
6991	cg04029944
6992	cg14215748
6993	cg17016000
6994	cg09507761
6995	cg21100779
6996	cg16346669
6997	cg06963109
6998	cg18018605
6999	cg10183171
7000	cg13804024
7001	cg03048087
7002	cg24473079
7003	cg03724368
7004	cg23465465
7005	cg01181233
7006	cg24541420
7007	cg05587359
7008	cg00420997
7009	cg06231618
7010	cg01770793
7011	cg00200734
7012	cg15323638
7013	cg04658601
7014	cg02306236
7015	cg02713138
7016	cg04887494
7017	cg06611541
7018	cg22199080
7019	cg00854448
7020	cg01663654
7021	cg21179305
7022	cg03942599
7023	cg12226826
7024	cg00790653
7025	cg12275422
7026	cg19252043
7027	cg21145502
7028	cg18358875
7029	cg23208891
7030	cg07292383
7031	cg19619432
7032	cg05112120
7033	cg08009935
7034	cg20576539
7035	cg11835197
7036	cg16083809
7037	cg14958032
7038	cg05385995
7039	cg04382901
7040	cg15258022
7041	cg23335414
7042	cg22005935
7043	cg06703222
7044	cg07213202
7045	cg25762282
7046	cg08569678
7047	cg14207553
7048	cg03251655
7049	cg16069079
7050	cg15939287
7051	cg05954640
7052	cg09653816
7053	cg20513178
7054	cg25522119
7055	cg13863668
7056	cg05449469
7057	cg10820936
7058	cg23394562
7059	cg06581978
7060	cg06334095
7061	cg14995262
7062	cg05740439
7063	cg24274665
7064	cg20410995
7065	cg19132596
7066	cg14182810
7067	cg03195100
7068	cg00394313
7069	cg05464764
7070	cg06480309
7071	cg12373597
7072	cg13383525
7073	cg02351381
7074	cg10757065
7075	cg06946551
7076	cg00523225
7077	cg18251597
7078	cg21959490
7079	cg14204559
7080	cg09517766
7081	cg14755831
7082	cg23357627
7083	cg20305969
7084	cg25534756
7085	cg14718695
7086	cg20040765
7087	cg14856585
7088	cg19106809
7089	cg04602939
7090	cg01526705
7091	cg19055803
7092	cg08188779
7093	cg19582647
7094	cg00151370
7095	cg09829983
7096	cg16356622
7097	cg17907661
7098	cg14311742
7099	cg26549480
7100	cg01308409
7101	cg14241320
7102	cg20245247
7103	cg22325570
7104	cg10974980
7105	cg21531089
7106	cg14297687
7107	cg05330708
7108	cg16633707
7109	cg22207134
7110	cg03168818
7111	cg04684504
7112	cg21437028
7113	cg25114727
7114	cg10739015
7115	cg12944530
7116	cg15800767
7117	cg26897365
7118	cg15439301
7119	cg25035059
7120	cg11041686
7121	cg11079218
7122	cg16748269
7123	cg17579770
7124	cg13560018
7125	cg15365232
7126	cg23039677
7127	cg15862925
7128	cg08249424
7129	cg06191357
7130	cg04731624
7131	cg19944059
7132	cg14060176
7133	cg06771610
7134	cg21294861
7135	cg02651217
7136	cg21116012
7137	cg14097517
7138	cg04764247
7139	cg09874127
7140	cg20370981
7141	cg19781199
7142	cg10941185
7143	cg03703839
7144	cg04576818
7145	cg09618400
7146	cg22211894
7147	cg07124970
7148	cg00698615
7149	cg10292482
7150	cg09122455
7151	cg02505331
7152	cg23928154
7153	cg06717971
7154	cg23305408
7155	cg12004787
7156	cg02999604
7157	cg11031526
7158	cg00243360
7159	cg15639378
7160	cg05585263
7161	cg09955097
7162	cg06038128
7163	cg08094466
7164	cg08897054
7165	cg04544131
7166	cg02642958
7167	cg06499262
7168	cg27375123
7169	cg08654915
7170	cg26994270
7171	cg18139502
7172	cg00059937
7173	cg17417292
7174	cg08674223
7175	cg06385281
7176	cg15157312
7177	cg20562627
7178	cg11132518
7179	cg18409356
7180	cg27564043
7181	cg23144722
7182	cg12899423
7183	cg10073706
7184	cg00636194
7185	cg15997518
7186	cg10350793
7187	cg04231886
7188	cg09841649
7189	cg06582371
7190	cg12196406
7191	cg04988103
7192	cg01778151
7193	cg27480553
7194	cg26667550
7195	cg08350889
7196	cg08126146
7197	cg07021696
7198	cg20975802
7199	cg00197389
7200	cg20640432
7201	cg25404313
7202	cg13305823
7203	cg21207019
7204	cg14749678
7205	cg21230450
7206	cg11699445
7207	cg19402395
7208	cg12508795
7209	cg19492423
7210	cg11477837
7211	cg08961287
7212	cg13285213
7213	cg11564369
7214	cg14992287
7215	cg01361446
7216	cg25451660
7217	cg06002504
7218	cg20030711
7219	cg07024568
7220	cg17100610
7221	cg07826307
7222	cg01358444
7223	cg23047680
7224	cg23859055
7225	cg24410135
7226	cg03262020
7227	cg17313709
7228	cg26557658
7229	cg12518768
7230	cg23975840
7231	cg01370539
7232	cg16009970
7233	cg22457517
7234	cg05660308
7235	cg09416154
7236	cg10291151
7237	cg22334705
7238	cg10515232
7239	cg01394000
7240	cg18683711
7241	cg05206840
7242	cg10890975
7243	cg24517738
7244	cg22502153
7245	cg05918012
7246	cg26985659
7247	cg05374809
7248	cg07610367
7249	cg00351321
7250	cg26936966
7251	cg05030953
7252	cg08898065
7253	cg04643892
7254	cg16894677
7255	cg07993134
7256	cg03540197
7257	cg12497360
7258	cg21004490
7259	cg20687098
7260	cg07787301
7261	cg16252933
7262	cg17295497
7263	cg04781098
7264	cg04903783
7265	cg25766888
7266	cg25409809
7267	cg18380280
7268	cg12636499
7269	cg20428245
7270	cg21312381
7271	cg11180972
7272	cg17298860
7273	cg20695627
7274	cg01552197
7275	cg23209016
7276	cg20254419
7277	cg01034411
7278	cg16678564
7279	cg00999338
7280	cg09298159
7281	cg24116913
7282	cg08023827
7283	cg27620052
7284	cg06069280
7285	cg11306119
7286	cg06560257
7287	cg01448222
7288	cg07524053
7289	cg01465880
7290	cg20782615
7291	cg21918852
7292	cg05993870
7293	cg18191806
7294	cg24693478
7295	cg04627747
7296	cg13318572
7297	cg10305969
7298	cg03364683
7299	cg16393760
7300	cg02807673
7301	cg00691965
7302	cg22075141
7303	cg14104902
7304	cg05350879
7305	cg23329015
7306	cg08839668
7307	cg20874992
7308	cg04352977
7309	cg01766873
7310	cg14788726
7311	cg00211174
7312	cg01030981
7313	cg06060137
7314	cg08551047
7315	cg14506696
7316	cg04060435
7317	cg25491558
7318	cg23788169
7319	cg01229061
7320	cg00710955
7321	cg20435368
7322	cg22210905
7323	cg00613587
7324	cg05816188
7325	cg16780862
7326	cg01331754
7327	cg25284571
7328	cg06509153
7329	cg10541139
7330	cg03460788
7331	cg18459806
7332	cg05887270
7333	cg17444181
7334	cg11288144
7335	cg07809479
7336	cg21909660
7337	cg13728115
7338	cg09896090
7339	cg27002794
7340	cg24287175
7341	cg05426582
7342	cg02829601
7343	cg24516901
7344	cg26001764
7345	cg12385911
7346	cg11445169
7347	cg13271485
7348	cg06235693
7349	cg20128214
7350	cg09365932
7351	cg24799932
7352	cg01937065
7353	cg18215449
7354	cg09193037
7355	cg05174890
7356	cg05776098
7357	cg27155460
7358	cg02600878
7359	cg23356944
7360	cg25127852
7361	cg05475934
7362	cg02988288
7363	cg16577509
7364	cg00151680
7365	cg17810003
7366	cg03659835
7367	cg07954172
7368	cg06536806
7369	cg23042074
7370	cg08416522
7371	cg00378158
7372	cg18411108
7373	cg15721541
7374	cg10097598
7375	cg19436806
7376	cg07851899
7377	cg18636178
7378	cg09840585
7379	cg01259486
7380	cg18749178
7381	cg15866961
7382	cg14395307
7383	cg15408039
7384	cg15550252
7385	cg06486093
7386	cg19115490
7387	cg06993952
7388	cg14791054
7389	cg14033341
7390	cg03548266
7391	cg22281505
7392	cg04272613
7393	cg04178560
7394	cg18751168
7395	cg24303559
7396	cg08718097
7397	cg15586327
7398	cg23878325
7399	cg00982389
7400	cg23649631
7401	cg06831584
7402	cg27623975
7403	cg16796127
7404	cg16118028
7405	cg27529000
7406	cg13898915
7407	cg27146152
7408	cg10076040
7409	cg09503767
7410	cg00908601
7411	cg13456836
7412	cg19928046
7413	cg00216138
7414	cg23261919
7415	cg17829574
7416	cg12504912
7417	cg00942507
7418	cg07056585
7419	cg07020773
7420	cg12355360
7421	cg15028169
7422	cg11139102
7423	cg18922632
7424	cg06118312
7425	cg23902821
7426	cg12568743
7427	cg04137405
7428	cg22442557
7429	cg18136664
7430	cg04645070
7431	cg13995172
7432	cg18488651
7433	cg22410083
7434	cg27207681
7435	cg03974889
7436	cg13539460
7437	cg05735850
7438	cg18444689
7439	cg19818353
7440	cg06055229
7441	cg02960977
7442	cg14654171
7443	cg10539808
7444	cg01722274
7445	cg24653867
7446	cg08614871
7447	cg20969393
7448	cg18613294
7449	cg07668726
7450	cg13713085
7451	cg14067101
7452	cg23161513
7453	cg02587120
7454	cg18689479
7455	cg15438476
7456	cg03801183
7457	cg09230658
7458	cg18273761
7459	cg14371926
7460	cg18646602
7461	cg11883418
7462	cg19980369
7463	cg16195615
7464	cg13973927
7465	cg09126203
7466	cg01887148
7467	cg04648027
7468	cg20081517
7469	cg21710255
7470	cg09770548
7471	cg08674813
7472	cg26028650
7473	cg23594164
7474	cg05638250
7475	cg15242637
7476	cg10089865
7477	cg17778883
7478	cg19505827
7479	cg21048162
7480	cg07229946
7481	cg19501726
7482	cg08902905
7483	cg07048094
7484	cg20621156
7485	cg14899940
7486	cg11144992
7487	cg06904507
7488	cg00291222
7489	cg10998280
7490	cg14343701
7491	cg03795415
7492	cg16762841
7493	cg19643042
7494	cg19968717
7495	cg09941363
7496	cg16494350
7497	cg12998229
7498	cg00499954
7499	cg01599770
7500	cg14966782
7501	cg00213822
7502	cg15365518
7503	cg01157496
7504	cg24647726
7505	cg10554434
7506	cg01329789
7507	cg01408497
7508	cg21792983
7509	cg06518107
7510	cg27552410
7511	cg10567706
7512	cg00395230
7513	cg18880897
7514	cg04159121
7515	cg20170398
7516	cg04867484
7517	cg20213869
7518	cg01360605
7519	cg07931714
7520	cg07322848
7521	cg16887940
7522	cg17570383
7523	cg19092168
7524	cg23536138
7525	cg23004884
7526	cg00379415
7527	cg17856005
7528	cg04129033
7529	cg16382322
7530	cg14468013
7531	cg13583230
7532	cg16534867
7533	cg01495363
7534	cg27599271
7535	cg00618309
7536	cg05039679
7537	cg13237310
7538	cg21814550
7539	cg22438095
7540	cg24355575
7541	cg21006791
7542	cg19801825
7543	cg20706597
7544	cg09032066
7545	cg17283691
7546	cg21508623
7547	cg04140807
7548	cg10893984
7549	cg17520932
7550	cg21644826
7551	cg23271998
7552	cg14849798
7553	cg25048708
7554	cg00002426
7555	cg19227639
7556	cg01421539
7557	cg08972954
7558	cg08607482
7559	cg03519967
7560	cg13490895
7561	cg09015246
7562	cg07056079
7563	cg15004542
7564	cg13916056
7565	cg20798740
7566	cg01507342
7567	cg05952081
7568	cg03501447
7569	cg06757178
7570	cg01705312
7571	cg00688820
7572	cg17237223
7573	cg12096406
7574	cg09203577
7575	cg25550003
7576	cg04435222
7577	cg12766770
7578	cg19485373
7579	cg10968694
7580	cg17090934
7581	cg00602743
7582	cg22718891
7583	cg20663289
7584	cg12771774
7585	cg16193818
7586	cg11558822
7587	cg21174688
7588	cg27329188
7589	cg04231306
7590	cg05006755
7591	cg21109795
7592	cg05760305
7593	cg00810818
7594	cg19019403
7595	cg13593287
7596	cg06419236
7597	cg17122837
7598	cg04784316
7599	cg03706951
7600	cg09295164
7601	cg12147346
7602	cg25661275
7603	cg01885503
7604	cg07801569
7605	cg12829894
7606	cg02882787
7607	cg03090969
7608	cg00552432
7609	cg19635628
7610	cg02846485
7611	cg14267222
7612	cg14072027
7613	cg00910846
7614	cg04765513
7615	cg10369145
7616	cg12095063
7617	cg12752128
7618	cg05755354
7619	cg12959365
7620	cg26284390
7621	cg07198332
7622	cg23988929
7623	cg11802781
7624	cg03294833
7625	cg12423123
7626	cg13323615
7627	cg23484159
7628	cg18447876
7629	cg09476611
7630	cg01329005
7631	cg14089436
7632	cg09489048
7633	cg27130630
7634	cg11888191
7635	cg05574320
7636	cg26017408
7637	cg06505989
7638	cg08304120
7639	cg13951664
7640	cg11885175
7641	cg13285214
7642	cg16977474
7643	cg15563420
7644	cg11799593
7645	cg11632648
7646	cg23005057
7647	cg07243452
7648	cg00334821
7649	cg06937351
7650	cg13717684
7651	cg00586317
7652	cg10904854
7653	cg02513370
7654	cg14208149
7655	cg27397824
7656	cg18069386
7657	cg16696923
7658	cg21233722
7659	cg04924408
7660	cg07941927
7661	cg01677834
7662	cg05848650
7663	cg09755666
7664	cg09453569
7665	cg07502465
7666	cg27271730
7667	cg26967050
7668	cg07889938
7669	cg07357676
7670	cg14370448
7671	cg05618647
7672	cg11793132
7673	cg16571137
7674	cg23289024
7675	cg10442157
7676	cg08690001
7677	cg05111420
7678	cg09719773
7679	cg09905269
7680	cg24757778
7681	cg13200838
7682	cg11397251
7683	cg01516258
7684	cg21366655
7685	cg14912375
7686	cg18440816
7687	cg22747380
7688	cg17858625
7689	cg23901194
7690	cg18815674
7691	cg07963514
7692	cg03468382
7693	cg19267254
7694	cg10342722
7695	cg22027092
7696	cg26218487
7697	cg24496264
7698	cg08018143
7699	cg04799722
7700	cg27330909
7701	cg13409544
7702	cg01768686
7703	cg08575693
7704	cg07195319
7705	cg12523066
7706	cg19680583
7707	cg25684489
7708	cg07137170
7709	cg26747050
7710	cg12480074
7711	cg09031790
7712	cg06199077
7713	cg13601517
7714	cg27407428
7715	cg06866593
7716	cg05025860
7717	cg07397048
7718	cg24940967
7719	cg01569664
7720	cg19704554
7721	cg15989926
7722	cg19999567
7723	cg06993467
7724	cg11466301
7725	cg06059056
7726	cg05083414
7727	cg05977002
7728	cg00295794
7729	cg00426486
7730	cg14354663
7731	cg16082877
7732	cg02670123
7733	cg25736251
7734	cg22559596
7735	cg20560283
7736	cg14904363
7737	cg11239720
7738	cg24070137
7739	cg14557288
7740	cg16926213
7741	cg04517903
7742	cg11541382
7743	cg03460534
7744	cg09103658
7745	cg13620051
7746	cg21049501
7747	cg18161327
7748	cg05415871
7749	cg24002183
7750	cg05743713
7751	cg07041681
7752	cg03532030
7753	cg07031408
7754	cg01743020
7755	cg21023520
7756	cg06646646
7757	cg11669516
7758	cg18484068
7759	cg27391627
7760	cg09173621
7761	cg03711485
7762	cg10172584
7763	cg20136100
7764	cg25017223
7765	cg07007506
7766	cg27405400
7767	cg17854981
7768	cg24715732
7769	cg22262702
7770	cg03910363
7771	cg21770322
7772	cg21095808
7773	cg17575314
7774	cg01963754
7775	cg04863197
7776	cg10787000
7777	cg13438961
7778	cg08228856
7779	cg01248385
7780	cg19268976
7781	cg01168962
7782	cg08060936
7783	cg25526061
7784	cg14395731
7785	cg20293650
7786	cg23897871
7787	cg27211158
7788	cg26379448
7789	cg07729130
7790	cg26089877
7791	cg03966955
7792	cg21606928
7793	cg15694704
7794	cg21811284
7795	cg16967003
7796	cg13056990
7797	cg18631330
7798	cg20478261
7799	cg14262681
7800	cg25706257
7801	cg01128460
7802	cg16175245
7803	cg08464177
7804	cg26403151
7805	cg16034168
7806	cg01148731
7807	cg26711800
7808	cg04550079
7809	cg20820767
7810	cg19704853
7811	cg11490944
7812	cg20577468
7813	cg16784985
7814	cg05178604
7815	cg01077058
7816	cg24352349
7817	cg20120438
7818	cg09652086
7819	cg26924392
7820	cg09486778
7821	cg20878463
7822	cg11757134
7823	cg11173579
7824	cg19524238
7825	cg26616640
7826	cg10107890
7827	cg21046148
7828	cg19297537
7829	cg10397934
7830	cg23594638
7831	cg23553480
7832	cg22641350
7833	cg17676428
7834	cg06164957
7835	cg09892104
7836	cg08468599
7837	cg16757605
7838	cg19130610
7839	cg09492451
7840	cg15872575
7841	cg20216069
7842	cg21037265
7843	cg20042662
7844	cg18554976
7845	cg26504110
7846	cg22992730
7847	cg15402627
7848	cg02995791
7849	cg24467535
7850	cg14029940
7851	cg04180929
7852	cg21818807
7853	cg18173726
7854	cg06746774
7855	cg16659284
7856	cg26109145
7857	cg06110458
7858	cg09630706
7859	cg06637812
7860	cg03678039
7861	cg15853475
7862	cg08305551
7863	cg07152894
7864	cg13706058
7865	cg05294497
7866	cg14496753
7867	cg16566899
7868	cg17227257
7869	cg22724998
7870	cg05119057
7871	cg01224520
7872	cg26389316
7873	cg09926867
7874	cg23595451
7875	cg11914795
7876	cg25095032
7877	cg24350011
7878	cg08387538
7879	cg13090007
7880	cg09034874
7881	cg20738500
